,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
6832,70000,1,1,2,26,2,0,0,0,0,0,50587,51329,48122,43912,44834,45737,2214,3510,1720,1780,1800,1900,0
6834,50000,2,1,2,24,-2,-2,-2,-2,-2,-2,894,1020,0,0,0,0,1020,0,0,0,0,0,0
6835,190000,2,1,1,31,-1,3,2,-1,-1,-1,8121,6523,750,14724,919,-3899,0,0,14724,0,0,25000,0
6836,60000,1,2,2,36,0,0,0,0,0,0,59219,58852,54811,39960,40133,37607,3083,1857,1289,1615,1484,2500,0
6839,500000,2,1,1,51,-1,-1,-1,0,0,0,5255,86992,37272,24445,77828,61029,86992,37272,0,65428,1221,21984,0
6840,220000,1,3,1,52,1,-2,-2,-2,-2,-2,-4300,-4300,-4620,-4620,-5820,-5820,0,0,0,0,0,0,0
6841,230000,2,2,1,36,-2,-2,-2,-2,-2,-2,3786,2894,1200,2735,3231,909,2914,1406,2735,3241,913,0,0
6842,20000,1,2,2,25,2,2,2,2,2,0,15522,16469,15907,17140,16724,18438,1500,0,1500,0,2000,1500,0
6844,120000,2,1,2,29,0,0,0,0,0,0,110488,107488,97021,86283,87345,81666,4000,5000,3000,3300,3010,3000,0
6846,230000,2,1,2,26,2,-1,-1,-1,-1,0,363,363,363,372,1971,2566,363,363,372,1971,1000,865,0
6847,350000,1,1,2,32,0,0,0,0,0,0,92134,120340,142794,101923,103119,84834,30000,25000,5000,5000,4000,5000,0
6848,300000,2,1,2,38,-2,-2,-2,-2,-2,-2,13548,13097,3025,4128,1726,-587,2060,2004,2003,1726,692,116422,0
6849,70000,2,2,2,55,0,0,0,0,0,0,67572,58969,57625,45675,46236,46758,2124,2311,1622,1674,1677,1697,0
6850,280000,1,1,2,33,0,0,0,0,0,0,281604,283292,281327,189287,185398,184414,10000,10059,5201,5211,5500,5500,0
6855,340000,2,1,2,43,1,-2,-2,-2,-2,-2,-212,-212,-212,-212,-212,-212,0,0,0,0,0,154,0
6856,360000,2,1,2,29,-2,-2,-2,-2,-2,-2,5041,7485,4480,3260,3884,4352,2500,7740,3260,3884,4352,4509,0
6858,30000,2,3,1,48,0,0,0,0,0,0,25615,26950,27899,29614,30127,29646,1751,1700,2500,1000,2000,4034,0
6859,100000,1,1,2,32,0,0,0,0,0,0,26127,26608,24689,25699,26809,25836,2000,2000,1700,1500,1500,1700,0
6860,180000,1,2,1,42,0,0,0,0,0,0,87815,79072,59852,60761,62425,63982,3800,3000,2500,2800,3000,2000,0
6862,180000,2,2,1,36,0,0,0,0,0,0,111190,113912,116231,117803,120350,124190,6000,5700,5000,4600,6000,3500,0
6863,60000,2,3,3,48,0,0,2,2,-1,0,53116,55950,54439,-561,20115,20000,3689,0,0,20907,400,0,0
6864,500000,1,1,2,30,0,0,0,0,0,0,192257,201402,444462,418237,424244,383145,40000,300018,15000,17000,15000,11100,0
6865,200000,2,2,1,37,0,0,0,0,0,0,5766,6786,7796,8512,10205,11032,1274,1284,1000,2000,1000,574,0
6866,610000,2,2,1,39,0,0,0,0,0,0,145143,136334,103624,101044,106356,92459,5002,5000,4006,10000,7000,5000,0
6867,50000,1,2,2,29,0,0,0,0,0,0,47373,48076,23459,16175,17753,18302,2000,2083,2000,2000,1000,1000,0
6868,80000,2,6,2,25,0,0,0,-2,-1,0,6643,9400,0,0,11457,6709,3000,0,0,45568,3000,3001,0
6869,210000,1,1,2,38,0,0,0,0,0,0,103310,111472,79503,75528,72567,69502,107651,2861,2388,3000,3000,2500,0
6870,50000,1,1,2,56,1,2,0,0,0,0,52108,50445,42652,9965,9720,9951,52,2176,334,336,375,1000,0
6871,360000,1,1,1,58,-1,-1,-1,-1,-1,-1,5619,14822,43000,4650,12132,13953,15008,43065,4650,12132,13953,2200,0
6872,240000,1,2,2,30,-2,-2,-1,-1,-1,-1,53812,2000,2396,4657,2452,2418,2010,2613,5076,2464,2428,4170,0
6873,20000,1,3,1,56,0,0,0,0,2,0,10847,12176,12884,13784,13420,13686,1508,1216,1116,0,490,658,0
6876,360000,1,0,2,30,0,0,-1,0,0,-1,40250,23022,12272,34345,36777,30,23000,12280,25007,25008,1767,3300,0
6877,260000,1,1,2,29,0,0,0,0,0,0,52079,52083,46703,47500,45030,48249,6000,5000,5000,4000,5000,5000,0
6878,100000,1,2,1,52,0,0,0,0,0,0,64358,64956,66816,36448,37481,37684,2416,3000,1500,2000,1360,1500,0
6879,500000,2,2,1,40,-1,-1,-1,-1,-1,-2,2231,-9,2312,2928,0,0,0,2321,2928,0,0,0,0
6880,70000,2,3,2,42,0,0,0,0,0,0,69470,70279,70207,30348,28320,28704,3085,2808,2455,1337,2000,882,0
6881,200000,2,1,1,38,-2,-2,-2,-1,2,-1,26344,0,0,320,170,2865,0,0,329,0,2865,801,0
6882,230000,2,5,2,45,0,0,0,0,0,0,144407,146277,149338,152555,155934,159332,5400,5500,5700,6000,6000,6000,0
6883,200000,1,2,2,36,-1,-1,-2,-1,-1,-1,2989,0,0,2989,9059,52248,0,0,2989,9059,52546,10380,0
6885,260000,2,1,2,33,0,0,0,0,0,0,6818,8040,11736,10190,18122,0,1340,4036,204,8122,0,200,0
6886,50000,2,3,3,55,-1,-1,-1,0,0,2,390,390,911,1080,930,390,390,911,559,390,0,390,0
6887,50000,1,2,2,44,0,0,0,0,0,0,49120,50823,49844,20239,20241,19921,2504,1590,701,803,1000,671,0
6888,80000,1,2,2,23,0,-1,2,-1,-1,-2,25992,904,68,232,-604,-440,1000,0,1000,0,1000,0,0
6889,260000,1,1,2,29,-1,-1,-1,-1,-1,-1,7168,4495,4032,2104,2650,3472,4497,4035,2111,2653,4054,5014,0
6890,80000,1,1,2,31,0,0,0,0,0,0,48783,42692,34593,38808,40942,40854,5000,3000,5000,5000,3000,2000,0
6891,80000,2,1,2,29,0,0,0,0,0,0,48164,49388,51760,52650,55477,55020,2000,3305,3000,7767,7007,5000,0
6892,200000,2,5,1,36,-1,-1,-1,-1,-1,-1,2353,2957,738,4152,2866,1414,3011,747,4164,2874,1418,2148,0
6895,260000,1,1,2,29,1,2,-1,-1,-1,-2,56536,23827,29423,37900,-3400,-4000,778,29423,10000,0,0,24450,0
6898,130000,2,3,2,39,0,0,0,2,0,0,133825,134495,133745,130814,130758,123468,7500,10000,0,4500,4500,4179,0
6899,160000,2,3,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,230000,2,2,2,31,-1,-1,-1,-1,0,0,5070,4317,1421,10452,5978,62292,4317,1421,10452,700,57229,2500,0
6901,300000,2,1,2,26,0,0,-1,-1,0,-1,293554,291421,3760,3359,10670,2969,7877,5016,5008,10032,2977,11875,0
6902,180000,2,2,2,29,-2,-1,-1,-1,-1,-1,4000,6028,6028,3996,9062,3997,6028,6028,3996,9066,3997,6992,0
6904,180000,2,4,1,30,0,0,0,-1,-1,-1,107337,101268,101754,15147,2187,7382,3735,2231,15147,2187,7382,850,0
6906,10000,1,2,1,62,-2,-2,-2,-2,-2,-2,2778,1939,2038,1938,0,0,1939,2040,1938,0,0,0,0
6907,50000,1,2,2,46,-1,-1,-1,-1,0,0,1540,26060,0,2650,3320,2764,26060,0,3472,2320,1764,2841,0
6908,90000,2,1,1,31,1,2,-1,0,0,-1,8318,6111,33212,8978,1782,23173,39,33500,0,0,25000,0,0
6910,180000,1,1,1,38,0,0,0,0,0,0,181302,181271,180439,182958,181287,179734,6747,6573,6506,6581,6801,6100,0
6911,150000,2,2,1,38,0,0,0,0,0,0,140133,140414,141314,141000,142358,143358,6601,6501,5201,5501,5282,5200,0
6912,590000,1,1,1,63,0,0,0,-1,0,0,630458,646770,693131,324522,358774,369685,28000,61115,325000,40000,20000,51000,0
6913,60000,1,2,1,39,0,0,0,0,0,0,59929,35338,22856,22122,19531,16594,2110,2000,200,467,500,4100,0
6915,20000,2,2,2,25,-2,-2,-2,-2,-2,-2,7666,6664,6598,6632,6666,6666,6664,6600,6700,6700,6666,6982,0
6918,260000,2,2,2,40,0,0,0,0,0,0,241565,244619,127074,14,124493,128463,13000,6500,0,124479,6000,6500,0
6919,160000,2,3,1,28,0,0,0,0,0,0,38660,38942,39787,40069,37647,38268,2500,1877,2000,3000,1400,5000,0
6921,280000,2,1,2,29,-1,-1,-1,-1,-1,-1,2187,1461,53603,976,20825,1159,1469,53871,981,20929,1164,0,0
6922,260000,2,1,2,35,1,-1,-1,-1,-1,-1,-15,16596,1935,5365,0,294,16611,1935,5365,0,294,741,0
6923,240000,1,1,1,43,-2,-2,-2,-2,-2,-2,3645,9077,4234,7118,8187,8708,9088,4234,7118,8187,8708,9291,0
6924,50000,2,2,3,49,0,0,0,0,0,2,45681,14657,9677,8826,10177,9865,1209,1300,350,1500,0,300,0
6927,130000,2,2,1,26,0,0,0,0,0,0,24579,23741,11666,11806,11081,11396,1187,1500,616,500,500,485,0
6928,140000,2,1,2,31,0,0,0,0,0,0,112936,117021,107837,96546,95489,97347,6000,5000,3400,3617,3600,3700,0
6930,360000,2,1,2,35,1,-2,-2,-2,-2,-1,0,0,0,0,0,1392,0,0,0,0,1392,12884,0
6931,220000,1,1,2,28,0,0,0,0,0,0,127021,132595,102667,108998,117186,121062,28500,5000,9604,10000,6000,14000,0
6933,50000,1,3,3,59,0,0,0,0,0,0,50739,50142,18894,18512,16853,18401,1500,1500,1000,1000,2000,1000,0
6934,210000,2,1,2,28,-1,-1,-1,-1,0,0,262,3771,5474,69536,76188,72678,3771,5474,69536,10000,4000,2100,0
6935,200000,1,1,1,41,0,0,0,0,0,0,90930,94502,93559,95060,88930,-23670,5032,2263,1901,1779,0,0,0
6936,370000,1,1,2,28,0,0,0,0,0,-1,87313,90345,37554,7628,1026,1422,5000,6000,2000,1000,1422,3600,0
6937,200000,1,2,2,27,1,2,2,2,2,2,112050,115353,112099,118764,120780,123710,6501,0,10000,4001,5000,0,0
6938,260000,1,1,1,51,1,-2,-2,-2,-2,-2,-200,-200,-200,6682,1718,1512,0,0,6882,1734,1512,0,0
6939,50000,2,1,2,23,-1,-1,-1,-1,-1,-1,15512,2552,13890,2545,15688,3088,2552,13914,2545,16508,3088,0,0
6940,260000,2,1,2,33,0,0,0,0,0,0,18460,20321,22643,20864,25604,28748,3000,3000,2000,5634,3748,1000,0
6941,230000,2,3,2,48,-1,-1,-1,-1,-1,-1,2781,12515,3090,1879,30467,4460,12540,3099,1884,30468,4473,5635,0
6943,500000,1,2,2,33,0,0,0,0,0,0,3311,4254,2234,5404,2375,10078,4019,2019,5025,2011,10046,3017,0
6947,150000,1,3,1,64,0,0,0,0,0,0,56852,58031,59202,60304,61650,0,2688,2730,2680,2850,0,0,0
6948,180000,2,1,2,35,-1,-1,-1,0,-1,-1,11123,7883,16477,13207,73813,34935,7936,18207,0,22479,34935,5382,0
6950,50000,2,3,2,27,0,0,0,2,2,2,41991,42736,45821,46767,45886,48701,1720,3805,2000,0,3581,0,0
6952,180000,2,2,2,31,0,0,0,0,0,0,176731,177490,178659,138243,138023,137923,6814,7756,4788,5100,5500,5100,0
6953,70000,1,3,1,64,0,0,0,0,0,0,62188,62848,56718,47191,45959,47635,3000,2200,1700,1700,2441,2000,0
6955,640000,2,1,1,50,-2,-2,-2,-2,-2,-2,6482,8853,22238,9877,10110,23910,8853,22243,9877,10110,24616,5952,0
6956,60000,2,1,2,28,1,-2,-2,-1,-1,0,0,0,0,619,39224,34881,0,0,619,39224,1500,1500,0
6958,280000,2,1,2,27,-1,-1,-1,-1,-1,-1,36382,2000,400,0,1398,4626,2000,400,0,1398,4626,0,0
6959,260000,2,1,2,32,0,0,0,0,-1,-1,8161,10086,12985,0,560,0,2000,3000,0,560,0,0,0
6960,50000,1,2,3,34,0,0,0,0,0,0,48538,49580,47557,20914,19646,20332,3000,3006,1500,701,1000,1000,0
6961,70000,1,2,2,47,1,2,0,0,2,2,64586,62983,64885,68164,66948,71122,0,2950,4965,0,5289,0,0
6964,320000,2,1,1,41,-2,-2,-2,-2,-2,-2,56093,0,0,0,12974,0,0,0,0,12974,0,5616,0
6965,50000,2,3,2,23,0,0,0,0,0,0,49385,49527,29550,29894,30125,30192,1500,1467,1201,1236,1103,1042,0
6966,230000,2,3,1,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6967,140000,2,2,2,29,0,0,0,0,0,0,43030,44335,45351,46317,55506,56609,2000,1755,1721,10000,2028,3000,0
6969,450000,2,1,2,45,1,-2,-2,-2,-1,-1,0,0,0,0,4595,198,0,0,0,4595,198,5095,0
6970,500000,1,2,1,49,-1,-1,-1,-1,-1,0,371,3523,483,12988,92539,94292,3540,485,13052,92539,3160,1910,0
6971,20000,1,2,2,37,0,0,-2,-1,0,0,15960,0,-1953,5985,6893,8273,0,18047,7985,1000,2000,0,0
6972,230000,1,1,1,38,-1,-1,-1,-1,-1,-1,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,0
6973,50000,1,2,2,24,1,3,3,2,2,0,53890,54084,52026,51899,50836,47828,2200,0,1800,105,2300,1600,0
6974,300000,1,2,1,31,-1,-1,-1,-1,-1,-1,12793,14185,12970,14786,12794,14180,14212,12985,14816,12808,14201,14109,0
6975,100000,2,3,1,36,2,2,2,2,2,2,92675,92857,80748,80708,75366,76590,3445,709,6077,2805,2906,0,0
6976,30000,1,2,2,27,0,0,0,0,0,0,29063,28601,28503,27525,27630,0,1908,1200,2,835,0,0,0
6977,400000,1,2,1,44,-1,-1,0,0,0,-1,6389,59407,26616,15333,9995,4175,59570,1105,10021,51,4735,1733,0
6978,170000,1,1,2,30,-1,2,2,-1,-1,-1,998,998,0,499,724,390,0,0,499,724,390,424,0
6979,340000,2,3,2,57,0,0,0,0,0,0,49467,50551,53490,104477,54351,25346,1880,3819,2073,5264,2571,53860,0
6980,210000,2,2,1,35,0,0,0,0,0,0,44552,45831,46870,48089,49311,50296,2000,1800,2000,2000,1803,2000,0
6982,20000,2,1,2,24,-1,-1,-1,0,0,0,7795,4110,10269,5880,3330,4339,4112,10269,118,67,2000,2128,0
6983,300000,2,1,1,51,-1,-1,-1,-1,-2,-2,311,830,225,0,0,0,832,225,0,0,0,0,0
6985,50000,1,1,1,40,0,0,0,0,0,0,50657,50529,49162,19969,19893,20282,2015,2190,809,3012,5795,2001,0
6986,60000,2,1,2,27,-1,-1,-1,-1,-1,2,3136,1286,1047,-239,1475,1289,1286,1047,0,3000,0,0,0
6987,60000,2,2,2,50,0,0,0,0,0,2,59853,24975,26000,26545,30966,30330,1500,1450,965,4864,0,1001,0
6989,120000,2,2,2,26,1,2,2,2,2,2,52623,51208,57538,56019,60135,61298,0,7200,0,5200,2300,0,0
6990,20000,1,3,2,59,2,2,2,0,0,0,5119,5546,6302,7193,8075,8938,1500,1000,1000,1000,1000,1000,0
6991,240000,2,2,1,40,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0
6992,420000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,3363,13581,1024,7853,5562,3363,13591,1026,7853,5562,990,0
6993,180000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,410000,2,3,2,28,2,2,2,2,0,0,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,0
6996,110000,1,2,2,25,2,0,0,0,0,0,38449,38433,37038,38336,12907,13541,3000,1800,2000,600,1000,5000,0
6997,90000,1,1,2,33,-1,-1,-1,-1,-1,2,498,498,498,498,3482,2793,498,498,498,3482,0,483,0
6998,220000,1,1,1,41,-1,-1,0,-1,-1,-1,30262,37068,14271,9884,4090,6108,37092,10071,9884,4090,6108,19933,0
7000,30000,2,3,2,22,0,0,0,0,0,0,20741,21906,23183,13273,3027,3177,1500,1700,750,200,200,100,0
7001,520000,1,1,1,55,-1,-1,-1,-1,-1,-1,2292,5139,8290,35024,10881,7208,5227,8309,35026,10883,7310,4890,0
7002,80000,2,3,1,39,2,2,2,2,2,2,48401,49326,50207,51081,52118,51129,2000,2000,2000,2001,0,4100,0
7003,20000,1,3,2,58,0,0,-2,-2,-2,-2,12066,0,0,0,0,0,0,0,0,0,0,0,0
7004,210000,2,1,2,29,-1,-1,-1,-1,2,-1,27371,871,871,2042,1021,1666,871,871,2042,0,1666,316,0
7005,100000,2,2,2,28,0,0,0,0,0,0,101557,101518,97664,70995,70183,71068,5000,4000,2700,2500,2800,2600,0
7006,320000,2,1,1,33,1,-2,-2,-1,-1,-1,0,0,0,1248,1479,0,0,0,1248,1479,0,0,0
7007,500000,2,2,1,44,0,0,0,0,0,0,38034,39044,38458,39222,40043,40854,1632,1639,1403,1452,1475,1117,0
7008,20000,2,3,1,41,0,0,0,0,0,2,16208,16942,18255,18468,19715,19250,1300,1600,813,1700,0,831,0
7009,10000,1,2,1,59,0,0,0,0,0,0,6827,7849,8704,8877,9063,9318,1290,1145,318,329,406,186,0
7010,310000,1,3,1,43,-1,-1,-1,0,-1,-1,4323,650,10453,10115,600,1788,650,10453,202,1098,1788,200,0
7011,200000,2,1,2,37,-1,-1,-1,-1,0,-1,11211,12329,11846,25920,8035,8521,12329,11846,25924,161,8521,5538,0
7012,180000,1,3,2,29,-2,-2,-2,-2,-2,-1,4358,3160,2611,8710,5127,8758,3169,2618,8736,5142,8766,15040,0
7013,50000,1,2,1,32,0,0,0,0,0,0,37293,35441,26265,19526,13250,11250,1634,1420,391,300,500,0,0
7014,150000,2,2,2,41,-1,-1,-1,0,-1,-1,2371,40800,1995,285,4926,5523,40824,2340,0,4970,5527,903,0
7015,500000,2,1,1,45,0,0,0,0,0,0,93669,101892,76452,20965,50466,61566,10147,5331,10000,30000,12000,10000,0
7017,20000,1,2,2,38,0,0,0,0,0,0,19845,18245,17658,16576,13529,10387,1694,1368,547,504,347,6000,0
7018,190000,2,2,2,28,0,0,0,0,0,0,43072,43537,41016,40702,40676,27560,3768,3500,2500,4000,3000,3000,0
7019,20000,2,2,2,24,0,0,0,0,0,0,19043,20210,18091,19431,19478,17492,1500,1408,5000,1000,2000,5000,0
7020,170000,1,3,1,51,0,0,0,0,0,0,55396,56493,55594,50417,45347,46247,8000,6000,1709,1645,1653,1725,0
7021,210000,2,2,2,43,0,0,0,0,0,0,180962,181870,159975,138349,112371,111979,6601,5085,4087,4220,27704,73000,0
7023,260000,2,2,1,42,0,0,0,0,0,2,50060,54213,49512,18657,33296,32622,5000,2655,800,15000,0,10000,0
7024,200000,2,2,2,25,0,0,0,0,0,0,22371,24569,28630,29962,30733,39192,2569,4500,1800,2000,9000,5000,0
7026,470000,2,1,1,35,0,0,0,0,0,0,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,0
7027,270000,2,1,2,27,-1,0,0,0,0,2,153201,136157,115733,93359,55264,11292,5933,9851,4214,4300,0,1000,0
7029,200000,2,1,2,40,1,-2,-2,-1,-1,-1,-433,-433,-433,8567,17363,0,0,0,9000,17363,0,0,0
7030,70000,2,2,1,43,0,0,0,0,0,0,38173,38750,39493,39879,40314,40725,1957,1700,1408,1448,1456,1475,0
7031,200000,2,1,1,40,-1,-1,-1,-1,-1,-1,16204,7870,18041,4288,2270,467,7870,18090,4288,2270,467,18,0
7032,50000,2,2,1,31,0,0,0,0,0,0,52754,50393,25953,27350,19931,16845,3000,5000,3000,3002,3007,7000,0
7033,90000,2,2,1,24,0,0,0,0,0,0,28329,28980,29564,29710,29700,0,1800,1774,920,1102,4014,0,0
7034,50000,2,2,1,30,0,0,0,0,0,0,48139,49364,50558,23921,24423,25059,2299,2493,856,887,1043,922,0
7035,240000,2,1,1,37,-1,-1,-2,-2,-2,-2,317,0,0,0,0,0,0,0,0,0,0,0,0
7036,140000,1,1,2,35,-1,-1,-1,-1,-1,-1,325,537,4233,857,325,325,537,4233,857,325,325,954,0
7037,120000,1,1,1,52,2,2,2,2,3,2,112593,112623,115258,119620,118928,121619,3300,6000,7800,1500,4800,0,0
7038,460000,1,2,1,61,1,-1,-1,-1,-1,-1,0,8602,0,880,1018,99,8602,0,880,1018,99,1922,0
7039,170000,2,2,1,25,0,-1,0,0,-1,-1,1906,3970,3406,1703,495,6616,4000,2703,0,495,6616,495,0
7040,500000,2,1,1,39,0,0,0,0,0,-1,39823,61597,52210,27843,28926,11931,30006,23016,566,22323,11931,10683,0
7041,50000,1,2,1,51,0,0,0,0,0,0,31281,30832,20497,19465,18474,20096,2556,1582,811,700,2318,1101,0
7042,210000,2,1,2,26,1,-1,2,0,0,-2,-12,488,488,488,-260,-506,500,0,0,0,0,0,0
7043,50000,1,1,2,24,0,0,0,0,0,2,42509,43565,44530,40206,46538,47311,2041,2006,1632,7177,1701,0,0
7044,200000,2,2,1,42,-1,-1,-1,-1,-1,-1,326,645,586,600,485,0,645,586,600,485,0,0,0
7045,20000,2,1,2,26,-1,-1,-1,-1,-1,0,11030,5331,20985,6932,37345,28798,5331,20985,6932,37845,2000,11200,0
7046,80000,2,2,1,53,1,2,2,2,0,0,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,0
7049,50000,2,2,1,34,-1,-1,-1,-1,-1,-1,2738,8192,3595,900,6483,0,8199,3622,900,6483,0,0,0
7051,20000,1,2,2,51,-1,-1,-2,-1,-1,-2,780,0,-1500,780,0,0,0,0,2280,0,0,0,0
7054,50000,2,1,2,24,0,0,0,0,0,0,49982,49650,48321,30281,30380,28852,1963,1739,1033,1058,1041,1007,0
7057,360000,1,2,2,28,0,0,0,0,0,0,35564,25173,10633,7217,7364,-7,2086,3017,144,147,0,763,0
7058,310000,2,2,1,34,0,0,-1,-1,-1,-1,4153,2199,5565,4050,4922,15362,1002,5565,4050,4922,15362,12000,0
7059,50000,2,2,3,30,2,2,0,0,0,0,40087,38281,34519,33965,33273,31960,0,1466,1282,1293,1257,3013,0
7060,120000,2,2,1,37,0,0,0,2,0,0,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495,0
7062,200000,2,2,2,30,0,0,0,0,0,0,193300,191254,176720,164729,162097,154016,6860,5870,5009,5543,6037,5002,0
7063,20000,1,3,2,37,0,0,0,-1,-1,-2,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,0
7065,70000,2,1,2,25,0,0,0,0,0,0,8272,10128,11106,11443,10323,11150,2000,1163,500,376,1000,800,0
7066,290000,2,1,2,32,1,-2,-1,0,-1,-1,0,0,3786,3786,2881,2430,0,3786,0,2881,2430,0,0
7067,90000,2,1,2,30,2,2,3,3,3,3,750,750,750,750,2450,2150,0,0,0,2000,0,0,0
7069,90000,1,2,2,38,0,0,0,0,0,0,112212,109495,48950,20253,18810,19496,5170,21287,1353,1000,1000,607,0
7071,100000,1,1,2,32,1,2,2,0,0,0,95794,97390,94110,92823,68136,53170,4000,0,2000,2000,3000,0,0
7072,200000,2,2,1,41,-2,-2,-2,-1,0,0,-780,-783,909,2004,2008,0,0,1692,2004,4,54,0,0
7074,110000,2,2,2,45,-1,-1,-1,0,0,0,836,9376,85924,33342,33193,32993,9376,85924,1167,1197,1180,1163,0
7075,50000,2,3,3,43,0,0,0,0,0,0,31199,36067,24727,30182,27043,25995,12009,2111,11000,1000,6000,6001,0
7076,60000,2,2,1,42,0,0,0,0,0,0,61759,60399,38994,40338,40142,39904,2600,2000,2000,1614,1590,2000,0
7077,130000,1,1,1,40,0,0,0,0,0,-2,25375,26128,25327,25775,0,0,1500,1852,1300,0,0,0,0
7078,320000,2,2,1,43,0,0,0,0,0,0,181048,186444,188596,192145,195813,198648,8500,7000,6800,7000,6965,7500,0
7079,120000,2,3,1,42,-1,-1,-1,0,-1,0,2207,263,4531,1211,4015,2042,263,4531,0,4015,0,1007,0
7080,450000,2,2,2,35,1,2,0,0,0,0,347994,311267,365723,370496,374405,373155,0,90000,14011,14029,14052,14000,0
7083,410000,2,2,1,29,-2,-2,-2,-1,-1,0,6764,6500,6764,1743,149153,145597,6500,6764,3542,161064,5072,4891,0
7084,210000,2,1,1,40,0,0,0,0,0,0,206803,207471,152365,146625,146163,146180,7876,5400,6000,6000,6000,10000,0
7086,130000,1,3,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
7088,190000,2,2,1,55,0,0,0,0,0,0,104344,106814,104047,88269,90264,88823,6003,5009,5750,3500,3500,3200,0
7090,120000,2,2,2,29,0,0,0,0,0,0,114538,117171,115941,116877,117359,117029,6000,5500,4160,4120,4250,4380,0
7093,320000,2,1,2,32,2,0,0,0,0,0,313383,313136,317847,313990,312070,319672,12937,13036,10072,9600,11056,9964,0
7095,20000,2,2,2,23,0,0,0,0,2,0,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,0
7096,460000,2,1,2,34,1,-2,-2,-2,-2,-2,-258,-258,-258,1209,703,990,0,0,1467,703,990,3200,0
7097,490000,1,1,1,38,1,-2,-2,-1,0,0,380,380,380,15240,19656,24006,380,380,15240,5000,5000,7396,0
7098,130000,2,2,1,47,0,0,0,0,0,0,85317,86865,88760,35671,36977,38931,3813,4013,1274,1878,3116,0,0
7099,170000,1,2,2,41,0,0,0,0,0,0,162500,122372,66038,67934,69834,71668,4781,3000,3000,3000,3000,3000,0
7100,150000,2,2,2,24,0,0,0,0,0,0,108924,109705,108748,108116,108951,109901,4000,5500,4000,4100,4300,4000,0
7101,180000,2,1,2,33,-2,-2,-2,-2,-2,-2,1246,1845,471,471,248,335,1845,471,471,248,335,200,0
7102,50000,1,3,2,35,0,0,0,-1,-1,-1,41646,43257,31473,1473,1473,3873,4000,5300,1473,1473,3873,390,0
7103,240000,2,5,1,44,0,0,0,0,0,0,47315,34623,34347,36082,32957,18797,3000,3500,9700,4000,6300,3000,0
7104,390000,2,1,2,37,-1,-1,-1,-1,-1,-1,20666,20666,10000,20666,10000,10000,20666,10000,20666,10000,10000,10500,0
7105,50000,1,3,2,47,0,0,0,0,0,0,48593,48653,15433,15037,10527,10736,1278,1469,463,381,383,398,0
7106,310000,1,1,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
7107,100000,2,1,2,28,1,-1,-1,-2,-2,-2,290,930,977,0,0,0,1534,977,0,0,0,0,0
7108,260000,2,1,2,36,-1,-1,-2,-2,-2,-1,2992,0,0,0,0,150,0,0,0,0,150,310,0
7109,30000,2,2,2,28,0,0,0,0,2,2,28347,29880,29588,30687,25637,26468,2000,2000,2200,0,1800,0,0
7110,310000,1,2,2,27,-2,-2,-2,-2,-2,-1,68928,43431,61756,88416,59964,44873,43894,61816,39022,10041,15080,46146,0
7111,270000,1,1,2,40,0,0,0,0,0,0,193444,202284,199443,147121,162262,107338,15000,7000,10000,25000,15000,15000,0
7113,130000,2,2,1,31,0,0,0,0,0,0,32215,33690,34859,34051,32827,16702,2000,2000,2000,1000,2000,7131,0
7114,220000,1,1,1,35,0,0,0,0,0,0,21960,21860,25463,28036,34552,43827,2000,4000,3000,7000,11000,3000,0
7115,60000,2,2,2,48,0,0,0,0,0,0,86550,82592,77423,70653,22552,23708,3000,3000,3000,5000,3000,3000,0
7116,120000,1,1,2,29,-2,-2,-2,-2,-2,-2,119324,119255,120584,70990,0,0,5025,4023,3300,0,0,68010,0
7117,30000,2,2,1,35,-1,-1,2,0,0,0,11359,27657,26745,27345,25300,0,27657,0,1000,0,0,0,0
7119,100000,2,2,1,35,-1,-1,-1,0,0,-1,29048,0,4069,37069,20233,22227,0,4069,33000,20000,22227,20000,0
7120,200000,2,1,2,26,0,-1,-1,-1,-1,-2,1290,599,0,253,0,0,599,0,253,0,0,0,0
7121,260000,2,2,1,47,0,0,0,0,0,0,164137,167734,171932,175152,180719,183138,10000,10000,9000,10000,7000,6000,0
